vm21,6.846336,0.0
vm01,6.846336,0.0
vm03,6.846336,0.0
vm02,6.846336,92317.0
vm33,6.846336,0.0
vm32,6.846336,0.0
vm31,6.846336,0.0
vm23,7.846336,0.0
vm22,7.846336,0.0
vm21,7.846336,0.0
vm01,7.846336,0.0
vm03,7.846336,0.0
vm02,7.846336,50000.0
vm33,7.846336,0.0
vm32,7.846336,0.0
vm31,7.846336,0.0
vm23,8.846336,0.0
vm22,8.846336,0.0
vm21,8.846336,0.0
vm01,8.846336,0.0
vm03,8.846336,0.0
vm02,8.846336,50000.0
vm33,8.846336,0.0
vm32,8.846336,0.0
vm31,8.846336,0.0
vm23,9.846336,0.0
vm22,9.846336,0.0
vm21,9.846336,0.0
vm01,9.846336,0.0
vm03,9.846336,0.0
vm02,9.846336,0.0
vm33,9.846336,0.0
vm32,9.846336,0.0
vm31,9.846336,0.0
vm23,1.0,0.0
vm22,1.0,0.0
vm21,1.0,547000.0
vm03,1.0,0.0
vm02,1.0,552200.0
vm01,1.0,524700.0
vm33,1.0,0.0
vm32,1.0,0.0
vm31,1.0,0.0
vm23,2.0,0.0
vm22,2.0,0.0
vm21,2.0,53000.0
vm03,2.0,0.0
vm02,2.0,569500.0
vm01,2.0,75300.0
vm33,2.0,0.0
vm32,2.0,0.0
vm31,2.0,0.0
vm23,3.0,0.0
vm22,3.0,0.0
vm21,3.0,547000.0
vm03,3.0,0.0
vm02,3.0,1091571.0
vm01,3.0,0.0
vm33,3.0,0.0
vm32,3.0,0.0
vm31,3.0,0.0
vm23,4.0,0.0
vm22,4.0,0.0
vm21,4.0,53000.0
vm03,4.0,0.0
vm02,4.0,62500.0
vm01,4.0,0.0
vm33,4.0,0.0
vm32,4.0,0.0
vm31,4.0,0.0
vm23,5.0,0.0
vm22,5.0,0.0
vm21,5.0,0.0
vm03,5.0,0.0
vm02,5.0,556912.0
vm01,5.0,0.0
vm33,5.0,0.0
vm32,5.0,0.0
vm31,5.0,0.0
vm23,6.846336,0.0
vm22,6.846336,0.0
vm21,6.846336,0.0
vm03,6.846336,0.0
vm02,6.846336,92317.0
vm01,6.846336,0.0
vm33,6.846336,0.0
vm32,6.846336,0.0
vm31,6.846336,0.0
vm23,7.846336,0.0
vm22,7.846336,0.0
vm21,7.846336,0.0
vm03,7.846336,0.0
vm02,7.846336,50000.0
vm01,7.846336,0.0
vm33,7.846336,0.0
vm32,7.846336,0.0
vm31,7.846336,0.0
vm23,8.846336,0.0
vm22,8.846336,0.0
vm21,8.846336,0.0
vm03,8.846336,0.0
vm02,8.846336,50000.0
vm01,8.846336,0.0
vm33,8.846336,0.0
vm32,8.846336,0.0
vm31,8.846336,0.0
vm23,9.846336,0.0
vm22,9.846336,0.0
vm21,9.846336,0.0
vm03,9.846336,0.0
vm02,9.846336,0.0
vm01,9.846336,0.0
vm33,9.846336,0.0
vm32,9.846336,0.0
vm31,9.846336,0.0
vm22,1.0,0.0
vm21,1.0,547000.0
vm23,1.0,0.0
vm03,1.0,0.0
vm02,1.0,552200.0
vm01,1.0,524700.0
vm33,1.0,0.0
vm32,1.0,0.0
vm31,1.0,0.0
vm22,2.0,0.0
vm21,2.0,53000.0
vm23,2.0,0.0
vm03,2.0,0.0
vm02,2.0,569500.0
vm01,2.0,75300.0
vm33,2.0,0.0
vm32,2.0,0.0
vm31,2.0,0.0
vm22,3.0,0.0
vm21,3.0,547000.0
vm23,3.0,0.0
vm03,3.0,0.0
vm02,3.0,1091571.0
vm01,3.0,0.0
vm33,3.0,0.0
vm32,3.0,0.0
vm31,3.0,0.0
vm22,4.0,0.0
vm21,4.0,53000.0
vm23,4.0,0.0
vm03,4.0,0.0
vm02,4.0,62500.0
vm01,4.0,0.0
vm33,4.0,0.0
vm32,4.0,0.0
vm31,4.0,0.0
vm22,5.0,0.0
vm21,5.0,0.0
vm23,5.0,0.0
vm03,5.0,0.0
vm02,5.0,556912.0
vm01,5.0,0.0
vm33,5.0,0.0
vm32,5.0,0.0
vm31,5.0,0.0
vm22,6.846336,0.0
vm21,6.846336,0.0
vm23,6.846336,0.0
vm03,6.846336,0.0
vm02,6.846336,92317.0
vm01,6.846336,0.0
vm33,6.846336,0.0
vm32,6.846336,0.0
vm31,6.846336,0.0
vm22,7.846336,0.0
vm21,7.846336,0.0
vm23,7.846336,0.0
vm03,7.846336,0.0
vm02,7.846336,50000.0
vm01,7.846336,0.0
vm33,7.846336,0.0
vm32,7.846336,0.0
vm31,7.846336,0.0
vm22,8.846336,0.0
vm21,8.846336,0.0
vm23,8.846336,0.0
vm03,8.846336,0.0
vm02,8.846336,50000.0
vm01,8.846336,0.0
vm33,8.846336,0.0
vm32,8.846336,0.0
vm31,8.846336,0.0
vm22,9.846336,0.0
vm21,9.846336,0.0
vm23,9.846336,0.0
vm03,9.846336,0.0
vm02,9.846336,0.0
vm01,9.846336,0.0
vm33,9.846336,0.0
vm32,9.846336,0.0
vm31,9.846336,0.0
